damage.function,gas,discount.rate,emissions.year,scghg
MimiIWG_FAIRv162,HFC23,3%,2021,531017
MimiIWG_FAIRv162,HFC23,3%,2022,544418
MimiIWG_FAIRv162,HFC23,3%,2023,557819
MimiIWG_FAIRv162,HFC23,3%,2024,571220
MimiIWG_FAIRv162,HFC23,3%,2025,584621
MimiIWG_FAIRv162,HFC23,3%,2026,598022
MimiIWG_FAIRv162,HFC23,3%,2027,611424
MimiIWG_FAIRv162,HFC23,3%,2028,624825
MimiIWG_FAIRv162,HFC23,3%,2029,638226
MimiIWG_FAIRv162,HFC23,3%,2030,651627
MimiIWG_FAIRv162,HFC23,3%,2031,667514
MimiIWG_FAIRv162,HFC23,3%,2032,683402
MimiIWG_FAIRv162,HFC23,3%,2033,699290
MimiIWG_FAIRv162,HFC23,3%,2034,715178
MimiIWG_FAIRv162,HFC23,3%,2035,731065
MimiIWG_FAIRv162,HFC23,3%,2036,746953
MimiIWG_FAIRv162,HFC23,3%,2037,762841
MimiIWG_FAIRv162,HFC23,3%,2038,778729
MimiIWG_FAIRv162,HFC23,3%,2039,794616
MimiIWG_FAIRv162,HFC23,3%,2040,810504
MimiIWG_FAIRv162,HFC23,3%,2041,828780
MimiIWG_FAIRv162,HFC23,3%,2042,847056
MimiIWG_FAIRv162,HFC23,3%,2043,865333
MimiIWG_FAIRv162,HFC23,3%,2044,883609
MimiIWG_FAIRv162,HFC23,3%,2045,901885
MimiIWG_FAIRv162,HFC23,3%,2046,920161
MimiIWG_FAIRv162,HFC23,3%,2047,938437
MimiIWG_FAIRv162,HFC23,3%,2048,956713
MimiIWG_FAIRv162,HFC23,3%,2049,974989
MimiIWG_FAIRv162,HFC23,3%,2050,993266
MimiIWG_FAIRv162,HFC23,3%,2051,1013334
MimiIWG_FAIRv162,HFC23,3%,2052,1033403
MimiIWG_FAIRv162,HFC23,3%,2053,1053472
MimiIWG_FAIRv162,HFC23,3%,2054,1073541
MimiIWG_FAIRv162,HFC23,3%,2055,1093610
MimiIWG_FAIRv162,HFC23,3%,2056,1113678
MimiIWG_FAIRv162,HFC23,3%,2057,1133747
MimiIWG_FAIRv162,HFC23,3%,2058,1153816
MimiIWG_FAIRv162,HFC23,3%,2059,1173885
MimiIWG_FAIRv162,HFC23,3%,2060,1193954
MimiIWG_FAIRv162,HFC23,3%,2061,1216762
MimiIWG_FAIRv162,HFC23,3%,2062,1239571
MimiIWG_FAIRv162,HFC23,3%,2063,1262380
MimiIWG_FAIRv162,HFC23,3%,2064,1285189
MimiIWG_FAIRv162,HFC23,3%,2065,1307997
MimiIWG_FAIRv162,HFC23,3%,2066,1330806
MimiIWG_FAIRv162,HFC23,3%,2067,1353615
MimiIWG_FAIRv162,HFC23,3%,2068,1376424
MimiIWG_FAIRv162,HFC23,3%,2069,1399232
MimiIWG_FAIRv162,HFC23,3%,2070,1422041
MimiIWG_FAIRv162,HFC23,3%,2071,1445923
MimiIWG_FAIRv162,HFC23,3%,2072,1469806
MimiIWG_FAIRv162,HFC23,3%,2073,1493688
MimiIWG_FAIRv162,HFC23,3%,2074,1517570
MimiIWG_FAIRv162,HFC23,3%,2075,1541452
MimiIWG_FAIRv162,HFC23,3%,2076,1565335
MimiIWG_FAIRv162,HFC23,3%,2077,1589217
MimiIWG_FAIRv162,HFC23,3%,2078,1613099
MimiIWG_FAIRv162,HFC23,3%,2079,1636981
MimiIWG_FAIRv162,HFC23,3%,2080,1660863
MimiIWG_FAIRv162,HFC23,3%,2081,1680726
MimiIWG_FAIRv162,HFC23,3%,2082,1700589
MimiIWG_FAIRv162,HFC23,3%,2083,1720452
MimiIWG_FAIRv162,HFC23,3%,2084,1740315
MimiIWG_FAIRv162,HFC23,3%,2085,1760178
MimiIWG_FAIRv162,HFC23,3%,2086,1780041
MimiIWG_FAIRv162,HFC23,3%,2087,1799904
MimiIWG_FAIRv162,HFC23,3%,2088,1819767
MimiIWG_FAIRv162,HFC23,3%,2089,1839630
MimiIWG_FAIRv162,HFC23,3%,2090,1859493
MimiIWG_FAIRv162,HFC23,3%,2091,1880298
MimiIWG_FAIRv162,HFC23,3%,2092,1901102
MimiIWG_FAIRv162,HFC23,3%,2093,1921907
MimiIWG_FAIRv162,HFC23,3%,2094,1942711
MimiIWG_FAIRv162,HFC23,3%,2095,1963516
MimiIWG_FAIRv162,HFC23,3%,2096,1984320
MimiIWG_FAIRv162,HFC23,3%,2097,2005125
MimiIWG_FAIRv162,HFC23,3%,2098,2025930
MimiIWG_FAIRv162,HFC23,3%,2099,2046734
MimiIWG_FAIRv162,HFC23,3%,2100,2067539
MimiIWG_FAIRv162,HFC236fa,3%,2020,328497
MimiIWG_FAIRv162,HFC236fa,3%,2021,336958
MimiIWG_FAIRv162,HFC236fa,3%,2022,345419
MimiIWG_FAIRv162,HFC236fa,3%,2023,353881
MimiIWG_FAIRv162,HFC236fa,3%,2024,362342
MimiIWG_FAIRv162,HFC236fa,3%,2025,370803
MimiIWG_FAIRv162,HFC236fa,3%,2026,379264
MimiIWG_FAIRv162,HFC236fa,3%,2027,387725
MimiIWG_FAIRv162,HFC236fa,3%,2028,396186
MimiIWG_FAIRv162,HFC236fa,3%,2029,404647
MimiIWG_FAIRv162,HFC236fa,3%,2030,413109
MimiIWG_FAIRv162,HFC236fa,3%,2031,423134
MimiIWG_FAIRv162,HFC236fa,3%,2032,433160
MimiIWG_FAIRv162,HFC236fa,3%,2033,443185
MimiIWG_FAIRv162,HFC236fa,3%,2034,453211
MimiIWG_FAIRv162,HFC236fa,3%,2035,463236
MimiIWG_FAIRv162,HFC236fa,3%,2036,473262
MimiIWG_FAIRv162,HFC236fa,3%,2037,483287
MimiIWG_FAIRv162,HFC236fa,3%,2038,493313
MimiIWG_FAIRv162,HFC236fa,3%,2039,503338
MimiIWG_FAIRv162,HFC236fa,3%,2040,513364
MimiIWG_FAIRv162,HFC236fa,3%,2041,524872
MimiIWG_FAIRv162,HFC236fa,3%,2042,536380
MimiIWG_FAIRv162,HFC236fa,3%,2043,547889
MimiIWG_FAIRv162,HFC236fa,3%,2044,559397
MimiIWG_FAIRv162,HFC236fa,3%,2045,570905
MimiIWG_FAIRv162,HFC236fa,3%,2046,582413
MimiIWG_FAIRv162,HFC236fa,3%,2047,593921
MimiIWG_FAIRv162,HFC236fa,3%,2048,605430
MimiIWG_FAIRv162,HFC236fa,3%,2049,616938
MimiIWG_FAIRv162,HFC236fa,3%,2050,628446
MimiIWG_FAIRv162,HFC236fa,3%,2051,641096
MimiIWG_FAIRv162,HFC236fa,3%,2052,653746
MimiIWG_FAIRv162,HFC236fa,3%,2053,666396
MimiIWG_FAIRv162,HFC236fa,3%,2054,679046
MimiIWG_FAIRv162,HFC236fa,3%,2055,691696
MimiIWG_FAIRv162,HFC236fa,3%,2056,704346
MimiIWG_FAIRv162,HFC236fa,3%,2057,716996
MimiIWG_FAIRv162,HFC236fa,3%,2058,729645
MimiIWG_FAIRv162,HFC236fa,3%,2059,742295
MimiIWG_FAIRv162,HFC236fa,3%,2060,754945
MimiIWG_FAIRv162,HFC236fa,3%,2061,769325
MimiIWG_FAIRv162,HFC236fa,3%,2062,783705
MimiIWG_FAIRv162,HFC236fa,3%,2063,798085
MimiIWG_FAIRv162,HFC236fa,3%,2064,812465
MimiIWG_FAIRv162,HFC236fa,3%,2065,826845
MimiIWG_FAIRv162,HFC236fa,3%,2066,841224
MimiIWG_FAIRv162,HFC236fa,3%,2067,855604
MimiIWG_FAIRv162,HFC236fa,3%,2068,869984
MimiIWG_FAIRv162,HFC236fa,3%,2069,884364
MimiIWG_FAIRv162,HFC236fa,3%,2070,898744
MimiIWG_FAIRv162,HFC236fa,3%,2071,913734
MimiIWG_FAIRv162,HFC236fa,3%,2072,928724
MimiIWG_FAIRv162,HFC236fa,3%,2073,943713
MimiIWG_FAIRv162,HFC236fa,3%,2074,958703
MimiIWG_FAIRv162,HFC236fa,3%,2075,973693
MimiIWG_FAIRv162,HFC236fa,3%,2076,988683
MimiIWG_FAIRv162,HFC236fa,3%,2077,1003673
MimiIWG_FAIRv162,HFC236fa,3%,2078,1018663
MimiIWG_FAIRv162,HFC236fa,3%,2079,1033652
MimiIWG_FAIRv162,HFC236fa,3%,2080,1048642
MimiIWG_FAIRv162,HFC236fa,3%,2081,1061286
MimiIWG_FAIRv162,HFC236fa,3%,2082,1073929
MimiIWG_FAIRv162,HFC236fa,3%,2083,1086573
MimiIWG_FAIRv162,HFC236fa,3%,2084,1099216
MimiIWG_FAIRv162,HFC236fa,3%,2085,1111860
MimiIWG_FAIRv162,HFC236fa,3%,2086,1124503
MimiIWG_FAIRv162,HFC236fa,3%,2087,1137147
MimiIWG_FAIRv162,HFC236fa,3%,2088,1149790
MimiIWG_FAIRv162,HFC236fa,3%,2089,1162434
MimiIWG_FAIRv162,HFC236fa,3%,2090,1175077
MimiIWG_FAIRv162,HFC236fa,3%,2091,1188120
MimiIWG_FAIRv162,HFC236fa,3%,2092,1201162
MimiIWG_FAIRv162,HFC236fa,3%,2093,1214205
MimiIWG_FAIRv162,HFC236fa,3%,2094,1227247
MimiIWG_FAIRv162,HFC236fa,3%,2095,1240290
MimiIWG_FAIRv162,HFC236fa,3%,2096,1253333
MimiIWG_FAIRv162,HFC236fa,3%,2097,1266375
MimiIWG_FAIRv162,HFC236fa,3%,2098,1279418
MimiIWG_FAIRv162,HFC236fa,3%,2099,1292460
MimiIWG_FAIRv162,HFC236fa,3%,2100,1305503
MimiIWG_FAIRv162,HFC245fa,3%,2020,29355
MimiIWG_FAIRv162,HFC245fa,3%,2021,30494
MimiIWG_FAIRv162,HFC245fa,3%,2022,31632
MimiIWG_FAIRv162,HFC245fa,3%,2023,32771
MimiIWG_FAIRv162,HFC245fa,3%,2024,33910
MimiIWG_FAIRv162,HFC245fa,3%,2025,35048
MimiIWG_FAIRv162,HFC245fa,3%,2026,36187
MimiIWG_FAIRv162,HFC245fa,3%,2027,37326
MimiIWG_FAIRv162,HFC245fa,3%,2028,38464
MimiIWG_FAIRv162,HFC245fa,3%,2029,39603
MimiIWG_FAIRv162,HFC245fa,3%,2030,40741
MimiIWG_FAIRv162,HFC245fa,3%,2031,42263
MimiIWG_FAIRv162,HFC245fa,3%,2032,43785
MimiIWG_FAIRv162,HFC245fa,3%,2033,45307
MimiIWG_FAIRv162,HFC245fa,3%,2034,46829
MimiIWG_FAIRv162,HFC245fa,3%,2035,48351
MimiIWG_FAIRv162,HFC245fa,3%,2036,49872
MimiIWG_FAIRv162,HFC245fa,3%,2037,51394
MimiIWG_FAIRv162,HFC245fa,3%,2038,52916
MimiIWG_FAIRv162,HFC245fa,3%,2039,54438
MimiIWG_FAIRv162,HFC245fa,3%,2040,55960
MimiIWG_FAIRv162,HFC245fa,3%,2041,57885
MimiIWG_FAIRv162,HFC245fa,3%,2042,59809
MimiIWG_FAIRv162,HFC245fa,3%,2043,61734
MimiIWG_FAIRv162,HFC245fa,3%,2044,63659
MimiIWG_FAIRv162,HFC245fa,3%,2045,65584
MimiIWG_FAIRv162,HFC245fa,3%,2046,67509
MimiIWG_FAIRv162,HFC245fa,3%,2047,69434
MimiIWG_FAIRv162,HFC245fa,3%,2048,71358
MimiIWG_FAIRv162,HFC245fa,3%,2049,73283
MimiIWG_FAIRv162,HFC245fa,3%,2050,75208
MimiIWG_FAIRv162,HFC245fa,3%,2051,77106
MimiIWG_FAIRv162,HFC245fa,3%,2052,79005
MimiIWG_FAIRv162,HFC245fa,3%,2053,80903
MimiIWG_FAIRv162,HFC245fa,3%,2054,82801
MimiIWG_FAIRv162,HFC245fa,3%,2055,84699
MimiIWG_FAIRv162,HFC245fa,3%,2056,86597
MimiIWG_FAIRv162,HFC245fa,3%,2057,88496
MimiIWG_FAIRv162,HFC245fa,3%,2058,90394
MimiIWG_FAIRv162,HFC245fa,3%,2059,92292
MimiIWG_FAIRv162,HFC245fa,3%,2060,94190
MimiIWG_FAIRv162,HFC245fa,3%,2061,97363
MimiIWG_FAIRv162,HFC245fa,3%,2062,100536
MimiIWG_FAIRv162,HFC245fa,3%,2063,103709
MimiIWG_FAIRv162,HFC245fa,3%,2064,106881
MimiIWG_FAIRv162,HFC245fa,3%,2065,110054
MimiIWG_FAIRv162,HFC245fa,3%,2066,113227
MimiIWG_FAIRv162,HFC245fa,3%,2067,116400
MimiIWG_FAIRv162,HFC245fa,3%,2068,119572
MimiIWG_FAIRv162,HFC245fa,3%,2069,122745
MimiIWG_FAIRv162,HFC245fa,3%,2070,125918
MimiIWG_FAIRv162,HFC245fa,3%,2071,129193
MimiIWG_FAIRv162,HFC245fa,3%,2072,132467
MimiIWG_FAIRv162,HFC245fa,3%,2073,135742
MimiIWG_FAIRv162,HFC245fa,3%,2074,139017
MimiIWG_FAIRv162,HFC245fa,3%,2075,142291
MimiIWG_FAIRv162,HFC245fa,3%,2076,145566
MimiIWG_FAIRv162,HFC245fa,3%,2077,148841
MimiIWG_FAIRv162,HFC245fa,3%,2078,152116
MimiIWG_FAIRv162,HFC245fa,3%,2079,155390
MimiIWG_FAIRv162,HFC245fa,3%,2080,158665
MimiIWG_FAIRv162,HFC245fa,3%,2081,161176
MimiIWG_FAIRv162,HFC245fa,3%,2082,163687
MimiIWG_FAIRv162,HFC245fa,3%,2083,166198
MimiIWG_FAIRv162,HFC245fa,3%,2084,168708
MimiIWG_FAIRv162,HFC245fa,3%,2085,171219
MimiIWG_FAIRv162,HFC245fa,3%,2086,173730
MimiIWG_FAIRv162,HFC245fa,3%,2087,176241
MimiIWG_FAIRv162,HFC245fa,3%,2088,178752
MimiIWG_FAIRv162,HFC245fa,3%,2089,181263
MimiIWG_FAIRv162,HFC245fa,3%,2090,183774
MimiIWG_FAIRv162,HFC245fa,3%,2091,186561
MimiIWG_FAIRv162,HFC245fa,3%,2092,189349
MimiIWG_FAIRv162,HFC245fa,3%,2093,192136
MimiIWG_FAIRv162,HFC245fa,3%,2094,194924
MimiIWG_FAIRv162,HFC245fa,3%,2095,197711
MimiIWG_FAIRv162,HFC245fa,3%,2096,200499
MimiIWG_FAIRv162,HFC245fa,3%,2097,203287
MimiIWG_FAIRv162,HFC245fa,3%,2098,206074
MimiIWG_FAIRv162,HFC245fa,3%,2099,208862
MimiIWG_FAIRv162,HFC245fa,3%,2100,211649
MimiIWG_FAIRv162,HFC32,3%,2020,23219
MimiIWG_FAIRv162,HFC32,3%,2021,24128
MimiIWG_FAIRv162,HFC32,3%,2022,25036
MimiIWG_FAIRv162,HFC32,3%,2023,25944
MimiIWG_FAIRv162,HFC32,3%,2024,26853
MimiIWG_FAIRv162,HFC32,3%,2025,27761
MimiIWG_FAIRv162,HFC32,3%,2026,28670
MimiIWG_FAIRv162,HFC32,3%,2027,29578
MimiIWG_FAIRv162,HFC32,3%,2028,30486
MimiIWG_FAIRv162,HFC32,3%,2029,31395
MimiIWG_FAIRv162,HFC32,3%,2030,32303
MimiIWG_FAIRv162,HFC32,3%,2031,33533
MimiIWG_FAIRv162,HFC32,3%,2032,34762
MimiIWG_FAIRv162,HFC32,3%,2033,35992
MimiIWG_FAIRv162,HFC32,3%,2034,37222
MimiIWG_FAIRv162,HFC32,3%,2035,38452
MimiIWG_FAIRv162,HFC32,3%,2036,39681
MimiIWG_FAIRv162,HFC32,3%,2037,40911
MimiIWG_FAIRv162,HFC32,3%,2038,42141
MimiIWG_FAIRv162,HFC32,3%,2039,43371
MimiIWG_FAIRv162,HFC32,3%,2040,44600
MimiIWG_FAIRv162,HFC32,3%,2041,46201
MimiIWG_FAIRv162,HFC32,3%,2042,47801
MimiIWG_FAIRv162,HFC32,3%,2043,49402
MimiIWG_FAIRv162,HFC32,3%,2044,51002
MimiIWG_FAIRv162,HFC32,3%,2045,52603
MimiIWG_FAIRv162,HFC32,3%,2046,54204
MimiIWG_FAIRv162,HFC32,3%,2047,55804
MimiIWG_FAIRv162,HFC32,3%,2048,57405
MimiIWG_FAIRv162,HFC32,3%,2049,59005
MimiIWG_FAIRv162,HFC32,3%,2050,60606
MimiIWG_FAIRv162,HFC32,3%,2051,62070
MimiIWG_FAIRv162,HFC32,3%,2052,63534
MimiIWG_FAIRv162,HFC32,3%,2053,64998
MimiIWG_FAIRv162,HFC32,3%,2054,66463
MimiIWG_FAIRv162,HFC32,3%,2055,67927
MimiIWG_FAIRv162,HFC32,3%,2056,69391
MimiIWG_FAIRv162,HFC32,3%,2057,70856
MimiIWG_FAIRv162,HFC32,3%,2058,72320
MimiIWG_FAIRv162,HFC32,3%,2059,73784
MimiIWG_FAIRv162,HFC32,3%,2060,75248
MimiIWG_FAIRv162,HFC32,3%,2061,77726
MimiIWG_FAIRv162,HFC32,3%,2062,80203
MimiIWG_FAIRv162,HFC32,3%,2063,82680
MimiIWG_FAIRv162,HFC32,3%,2064,85157
MimiIWG_FAIRv162,HFC32,3%,2065,87635
MimiIWG_FAIRv162,HFC32,3%,2066,90112
MimiIWG_FAIRv162,HFC32,3%,2067,92589
MimiIWG_FAIRv162,HFC32,3%,2068,95067
MimiIWG_FAIRv162,HFC32,3%,2069,97544
MimiIWG_FAIRv162,HFC32,3%,2070,100021
MimiIWG_FAIRv162,HFC32,3%,2071,102575
MimiIWG_FAIRv162,HFC32,3%,2072,105130
MimiIWG_FAIRv162,HFC32,3%,2073,107684
MimiIWG_FAIRv162,HFC32,3%,2074,110238
MimiIWG_FAIRv162,HFC32,3%,2075,112792
MimiIWG_FAIRv162,HFC32,3%,2076,115347
MimiIWG_FAIRv162,HFC32,3%,2077,117901
MimiIWG_FAIRv162,HFC32,3%,2078,120455
MimiIWG_FAIRv162,HFC32,3%,2079,123009
MimiIWG_FAIRv162,HFC32,3%,2080,125564
MimiIWG_FAIRv162,HFC32,3%,2081,127647
MimiIWG_FAIRv162,HFC32,3%,2082,129730
MimiIWG_FAIRv162,HFC32,3%,2083,131813
MimiIWG_FAIRv162,HFC32,3%,2084,133896
MimiIWG_FAIRv162,HFC32,3%,2085,135979
MimiIWG_FAIRv162,HFC32,3%,2086,138062
MimiIWG_FAIRv162,HFC32,3%,2087,140145
MimiIWG_FAIRv162,HFC32,3%,2088,142228
MimiIWG_FAIRv162,HFC32,3%,2089,144311
MimiIWG_FAIRv162,HFC32,3%,2090,146394
MimiIWG_FAIRv162,HFC32,3%,2091,148682
MimiIWG_FAIRv162,HFC32,3%,2092,150969
MimiIWG_FAIRv162,HFC32,3%,2093,153256
MimiIWG_FAIRv162,HFC32,3%,2094,155544
MimiIWG_FAIRv162,HFC32,3%,2095,157831
MimiIWG_FAIRv162,HFC32,3%,2096,160119
MimiIWG_FAIRv162,HFC32,3%,2097,162406
MimiIWG_FAIRv162,HFC32,3%,2098,164693
MimiIWG_FAIRv162,HFC32,3%,2099,166981
MimiIWG_FAIRv162,HFC32,3%,2100,169268
MimiIWG_FAIRv162,HFC365mfc,3%,2020,28048
MimiIWG_FAIRv162,HFC365mfc,3%,2021,29129
MimiIWG_FAIRv162,HFC365mfc,3%,2022,30210
MimiIWG_FAIRv162,HFC365mfc,3%,2023,31291
MimiIWG_FAIRv162,HFC365mfc,3%,2024,32372
MimiIWG_FAIRv162,HFC365mfc,3%,2025,33453
MimiIWG_FAIRv162,HFC365mfc,3%,2026,34534
MimiIWG_FAIRv162,HFC365mfc,3%,2027,35615
MimiIWG_FAIRv162,HFC365mfc,3%,2028,36696
MimiIWG_FAIRv162,HFC365mfc,3%,2029,37777
MimiIWG_FAIRv162,HFC365mfc,3%,2030,38858
MimiIWG_FAIRv162,HFC365mfc,3%,2031,40305
MimiIWG_FAIRv162,HFC365mfc,3%,2032,41751
MimiIWG_FAIRv162,HFC365mfc,3%,2033,43197
MimiIWG_FAIRv162,HFC365mfc,3%,2034,44644
MimiIWG_FAIRv162,HFC365mfc,3%,2035,46090
MimiIWG_FAIRv162,HFC365mfc,3%,2036,47536
MimiIWG_FAIRv162,HFC365mfc,3%,2037,48982
MimiIWG_FAIRv162,HFC365mfc,3%,2038,50429
MimiIWG_FAIRv162,HFC365mfc,3%,2039,51875
MimiIWG_FAIRv162,HFC365mfc,3%,2040,53321
MimiIWG_FAIRv162,HFC365mfc,3%,2041,55151
MimiIWG_FAIRv162,HFC365mfc,3%,2042,56980
MimiIWG_FAIRv162,HFC365mfc,3%,2043,58809
MimiIWG_FAIRv162,HFC365mfc,3%,2044,60638
MimiIWG_FAIRv162,HFC365mfc,3%,2045,62468
MimiIWG_FAIRv162,HFC365mfc,3%,2046,64297
MimiIWG_FAIRv162,HFC365mfc,3%,2047,66126
MimiIWG_FAIRv162,HFC365mfc,3%,2048,67955
MimiIWG_FAIRv162,HFC365mfc,3%,2049,69785
MimiIWG_FAIRv162,HFC365mfc,3%,2050,71614
MimiIWG_FAIRv162,HFC365mfc,3%,2051,73481
MimiIWG_FAIRv162,HFC365mfc,3%,2052,75347
MimiIWG_FAIRv162,HFC365mfc,3%,2053,77214
MimiIWG_FAIRv162,HFC365mfc,3%,2054,79081
MimiIWG_FAIRv162,HFC365mfc,3%,2055,80948
MimiIWG_FAIRv162,HFC365mfc,3%,2056,82814
MimiIWG_FAIRv162,HFC365mfc,3%,2057,84681
MimiIWG_FAIRv162,HFC365mfc,3%,2058,86548
MimiIWG_FAIRv162,HFC365mfc,3%,2059,88415
MimiIWG_FAIRv162,HFC365mfc,3%,2060,90282
MimiIWG_FAIRv162,HFC365mfc,3%,2061,93353
MimiIWG_FAIRv162,HFC365mfc,3%,2062,96424
MimiIWG_FAIRv162,HFC365mfc,3%,2063,99495
MimiIWG_FAIRv162,HFC365mfc,3%,2064,102566
MimiIWG_FAIRv162,HFC365mfc,3%,2065,105637
MimiIWG_FAIRv162,HFC365mfc,3%,2066,108708
MimiIWG_FAIRv162,HFC365mfc,3%,2067,111779
MimiIWG_FAIRv162,HFC365mfc,3%,2068,114850
MimiIWG_FAIRv162,HFC365mfc,3%,2069,117921
MimiIWG_FAIRv162,HFC365mfc,3%,2070,120992
MimiIWG_FAIRv162,HFC365mfc,3%,2071,124164
MimiIWG_FAIRv162,HFC365mfc,3%,2072,127335
MimiIWG_FAIRv162,HFC365mfc,3%,2073,130507
MimiIWG_FAIRv162,HFC365mfc,3%,2074,133678
MimiIWG_FAIRv162,HFC365mfc,3%,2075,136850
MimiIWG_FAIRv162,HFC365mfc,3%,2076,140021
MimiIWG_FAIRv162,HFC365mfc,3%,2077,143193
MimiIWG_FAIRv162,HFC365mfc,3%,2078,146364
MimiIWG_FAIRv162,HFC365mfc,3%,2079,149536
MimiIWG_FAIRv162,HFC365mfc,3%,2080,152707
MimiIWG_FAIRv162,HFC365mfc,3%,2081,155064
MimiIWG_FAIRv162,HFC365mfc,3%,2082,157420
MimiIWG_FAIRv162,HFC365mfc,3%,2083,159776
MimiIWG_FAIRv162,HFC365mfc,3%,2084,162133
MimiIWG_FAIRv162,HFC365mfc,3%,2085,164489
MimiIWG_FAIRv162,HFC365mfc,3%,2086,166846
MimiIWG_FAIRv162,HFC365mfc,3%,2087,169202
MimiIWG_FAIRv162,HFC365mfc,3%,2088,171559
MimiIWG_FAIRv162,HFC365mfc,3%,2089,173915
MimiIWG_FAIRv162,HFC365mfc,3%,2090,176271
MimiIWG_FAIRv162,HFC365mfc,3%,2091,178663
MimiIWG_FAIRv162,HFC365mfc,3%,2092,181054
MimiIWG_FAIRv162,HFC365mfc,3%,2093,183446
MimiIWG_FAIRv162,HFC365mfc,3%,2094,185838
MimiIWG_FAIRv162,HFC365mfc,3%,2095,188229
MimiIWG_FAIRv162,HFC365mfc,3%,2096,190621
MimiIWG_FAIRv162,HFC365mfc,3%,2097,193012
MimiIWG_FAIRv162,HFC365mfc,3%,2098,195404
MimiIWG_FAIRv162,HFC365mfc,3%,2099,197795
MimiIWG_FAIRv162,HFC365mfc,3%,2100,200187
MimiIWG_FAIRv162,HFC4310mee,3%,2020,58347
MimiIWG_FAIRv162,HFC4310mee,3%,2021,60484
MimiIWG_FAIRv162,HFC4310mee,3%,2022,62621
MimiIWG_FAIRv162,HFC4310mee,3%,2023,64758
MimiIWG_FAIRv162,HFC4310mee,3%,2024,66895
MimiIWG_FAIRv162,HFC4310mee,3%,2025,69031
MimiIWG_FAIRv162,HFC4310mee,3%,2026,71168
MimiIWG_FAIRv162,HFC4310mee,3%,2027,73305
MimiIWG_FAIRv162,HFC4310mee,3%,2028,75442
MimiIWG_FAIRv162,HFC4310mee,3%,2029,77579
MimiIWG_FAIRv162,HFC4310mee,3%,2030,79715
MimiIWG_FAIRv162,HFC4310mee,3%,2031,82505
MimiIWG_FAIRv162,HFC4310mee,3%,2032,85295
MimiIWG_FAIRv162,HFC4310mee,3%,2033,88085
MimiIWG_FAIRv162,HFC4310mee,3%,2034,90875
MimiIWG_FAIRv162,HFC4310mee,3%,2035,93665
MimiIWG_FAIRv162,HFC4310mee,3%,2036,96455
MimiIWG_FAIRv162,HFC4310mee,3%,2037,99245
MimiIWG_FAIRv162,HFC4310mee,3%,2038,102035
MimiIWG_FAIRv162,HFC4310mee,3%,2039,104825
MimiIWG_FAIRv162,HFC4310mee,3%,2040,107615
MimiIWG_FAIRv162,HFC4310mee,3%,2041,111061
MimiIWG_FAIRv162,HFC4310mee,3%,2042,114507
MimiIWG_FAIRv162,HFC4310mee,3%,2043,117954
MimiIWG_FAIRv162,HFC4310mee,3%,2044,121400
MimiIWG_FAIRv162,HFC4310mee,3%,2045,124846
MimiIWG_FAIRv162,HFC4310mee,3%,2046,128293
MimiIWG_FAIRv162,HFC4310mee,3%,2047,131739
MimiIWG_FAIRv162,HFC4310mee,3%,2048,135185
MimiIWG_FAIRv162,HFC4310mee,3%,2049,138632
MimiIWG_FAIRv162,HFC4310mee,3%,2050,142078
MimiIWG_FAIRv162,HFC4310mee,3%,2051,145932
MimiIWG_FAIRv162,HFC4310mee,3%,2052,149786
MimiIWG_FAIRv162,HFC4310mee,3%,2053,153640
MimiIWG_FAIRv162,HFC4310mee,3%,2054,157493
MimiIWG_FAIRv162,HFC4310mee,3%,2055,161347
MimiIWG_FAIRv162,HFC4310mee,3%,2056,165201
MimiIWG_FAIRv162,HFC4310mee,3%,2057,169055
MimiIWG_FAIRv162,HFC4310mee,3%,2058,172909
MimiIWG_FAIRv162,HFC4310mee,3%,2059,176763
MimiIWG_FAIRv162,HFC4310mee,3%,2060,180617
MimiIWG_FAIRv162,HFC4310mee,3%,2061,186154
MimiIWG_FAIRv162,HFC4310mee,3%,2062,191691
MimiIWG_FAIRv162,HFC4310mee,3%,2063,197228
MimiIWG_FAIRv162,HFC4310mee,3%,2064,202766
MimiIWG_FAIRv162,HFC4310mee,3%,2065,208303
MimiIWG_FAIRv162,HFC4310mee,3%,2066,213840
MimiIWG_FAIRv162,HFC4310mee,3%,2067,219378
MimiIWG_FAIRv162,HFC4310mee,3%,2068,224915
MimiIWG_FAIRv162,HFC4310mee,3%,2069,230452
MimiIWG_FAIRv162,HFC4310mee,3%,2070,235989
MimiIWG_FAIRv162,HFC4310mee,3%,2071,241705
MimiIWG_FAIRv162,HFC4310mee,3%,2072,247421
MimiIWG_FAIRv162,HFC4310mee,3%,2073,253136
MimiIWG_FAIRv162,HFC4310mee,3%,2074,258852
MimiIWG_FAIRv162,HFC4310mee,3%,2075,264568
MimiIWG_FAIRv162,HFC4310mee,3%,2076,270283
MimiIWG_FAIRv162,HFC4310mee,3%,2077,275999
MimiIWG_FAIRv162,HFC4310mee,3%,2078,281715
MimiIWG_FAIRv162,HFC4310mee,3%,2079,287430
MimiIWG_FAIRv162,HFC4310mee,3%,2080,293146
MimiIWG_FAIRv162,HFC4310mee,3%,2081,297397
MimiIWG_FAIRv162,HFC4310mee,3%,2082,301648
MimiIWG_FAIRv162,HFC4310mee,3%,2083,305899
MimiIWG_FAIRv162,HFC4310mee,3%,2084,310149
