2020,2030,2040,2050,2060,2070,2080
15981.913163197823,27603.305556839518,44896.18030098662,65614.03368090857,64425.15180377269,159466.58663523267,254508.02146669262
33614.51406935022,49815.40725552674,71543.62691607296,94037.7360057132,84123.4313427141,189919.4369940843,295715.4426454545
7834.610499569035,10810.998634014491,14467.97646733044,18144.376685588442,15556.067037168752,34745.47848062123,53934.88992407371
35687.80489544098,52618.9775818792,74913.97288119022,97478.31487349051,85242.40961978165,186161.8291882168,287081.24875665194
15698.572121755768,21393.965701527857,28326.681390853966,34900.64120937291,28745.334317508332,60604.1848871274,92463.03545674647
17378.893035694626,24849.379972516715,35223.70642738329,46040.709846108846,41765.17529422012,96417.21915219598,151069.26301017182
20702.109037995135,28747.619540936095,38793.63570228789,48406.12606354733,40350.220705861655,84858.37560616394,129366.53050646624
17332.078095255234,24484.872583630284,33608.78273936738,42583.12718124148,36044.886491999314,77285.32449125621,118525.7624905131
14850.893367169467,20236.566677882773,27243.12854152374,33998.05801795551,29027.848177046453,64590.77945989257,100153.71074273868
16856.32702083122,28040.41614343054,43981.575635630375,61828.45614214416,57883.83781249821,135534.82245842373,213185.80710434922
26209.635690459472,40937.17842399832,61871.5949409356,85902.33382049593,81743.82168817638,190456.52744799748,299169.2332078186
17290.218515614393,24857.25759052098,34615.465548703454,44313.02777077786,38020.30062781531,82634.47167552436,127248.6427232334
243740.78072414015,347081.05706468964,471944.43685675284,580592.8546457536,472601.90082126856,1.032269540056801e6,1.5919371792923335e6
88508.66280496519,127729.73075141975,176759.59756473487,222145.6799588842,183551.42421032564,372007.3660166912,560463.3078230567
5419.9609554731915,8008.876143128397,11455.942262224282,14843.59880589772,13062.818146014255,29442.134382224693,45821.450618435134
21372.642421935016,38029.4890204284,63018.77535314231,93392.6185055475,93939.09001635991,229340.11662784315,364741.14323932637
9382.74108430266,13702.200152369804,19377.3935931463,24787.78952525494,21556.46223019879,47961.04698534803,74365.63174049728
8887.87824768225,12131.448586831213,16417.651287976136,20558.443319368856,17632.934255744618,39964.790949712165,62296.64764367971
45152.26993591894,65033.052756146586,90812.69767301108,116125.08028549257,98865.21918833775,211227.01140272996,323588.8036171222
9192.754893315048,12807.029241153106,17156.431768598293,20870.82641022272,16964.171368749132,37438.513163566204,57912.85495838328
16388.12528906824,22734.142748300663,30627.644738092804,38277.59119759759,32822.84240744414,72289.70609683421,111756.5697862243
228499.8551117108,355110.8986766073,510768.54841922666,649363.8545244004,595884.7024419006,1.368108681218714e6,2.1403326599955275e6
9363.183193207442,13065.496642310378,17852.52536870266,22851.139890099123,20138.31034858904,46048.376192627795,71958.44203666656
