2020,2030,2040,2050,2060,2070,2080,2090,2100
4414.861312260627,5337.125363453765,6359.748888436344,7486.15241894938,8713.398101727013,9970.466734777807,11120.803323401771,12440.030560539792,13857.433167506255
7082.990603521284,8915.254295192359,11104.668166427571,13690.111948250795,16718.324052131018,20203.47232980408,24144.09168223004,28522.887495827308,33279.40313708767
14299.79943529973,16864.433940794333,19701.032708045495,22836.68905920327,26290.938615936917,30025.52761823188,33987.57694584478,38109.27007992697,42290.048959087355
13209.34882972704,15954.812629240265,18966.251348480844,22270.598944353034,25869.076793825585,29699.943552269928,33862.33019943064,38196.82611099491,42549.142776175366
5269.644905294727,6499.824350298276,7799.988220079548,9193.562364324758,10729.710360060963,12429.574976305117,14266.638157594265,16198.608252581822,18153.230937538327
6674.348629284589,8006.28822166343,9470.515359198056,11079.027614775956,12846.747155005434,14777.543351173277,16877.794264226977,19152.998037328336,21596.66488459969
15956.434911797835,20103.609302355326,25114.70027558124,31097.94333360524,38179.05826242531,46449.7853370939,55930.14673677075,66566.51245179014,78219.08595430266
1055.1578480401083,1463.1389801748294,1915.4260494621292,2422.836041731274,3010.6774997345565,3681.0915906675086,4421.088226491404,5215.143965334739,6026.780707657949
16018.060053731813,18994.9945690822,22426.625910800416,26351.659009061274,30806.026322252626,35802.68315847833,41332.352969671454,47352.145449179145,53790.36299974629
20987.95199942018,24573.03110995096,28547.86925494606,32903.465919895774,37779.04017804846,43150.64437993759,48951.20133801788,55128.364980736165,61613.70925400596
13180.25725693926,15601.300771011709,18359.311597555086,21500.42014886719,25066.54514046954,29053.921100357282,33436.19687761638,38160.81962623989,43137.52388098991
13619.203851473503,16033.105977913208,18648.65107644073,21488.74303199522,24567.963167630347,27842.73161305488,31281.37206521217,34823.7602151108,38379.02230952921
19809.821150745956,24185.441518058735,29182.202998863082,34845.28856264995,41212.75267114767,48266.01583875663,55960.20841543935,64218.600789029915,72919.84797783024
6236.563425906985,7862.261816318189,9687.770350993123,11733.65770211264,14048.136102049764,16645.72336944975,19498.061961314652,22557.21439322147,25740.971299515986
20916.92524042643,24458.19167945614,28215.798111758537,32217.974356867533,36498.065817154675,41020.239905547474,45728.35805867369,50551.838700620625,55402.70149348252
5397.434171055527,6664.993163744527,8068.880410625872,9609.99592826127,11320.906006475643,13148.936423464307,15015.79556423075,16864.92533095526,18585.70992346159
17550.89117123784,21530.674837116047,26242.208783834958,31751.014545663675,38130.82583325071,45413.794124991226,53579.289240887454,62537.60669298208,72160.99499717134
4531.358629225228,5622.573912459527,6814.689049471581,8101.418218437316,9484.579575677444,10953.158973008156,12477.123393930373,14017.470484838617,15513.071946005233
16262.921674372836,20213.018810579084,24784.75621558683,30042.486313805613,36043.57920678628,42703.05251196636,49846.68440336979,57250.89812016402,64852.216974104056
