2020,2030,2040,2050,2060,2070,2080
30649.653359029642,40986.24212790052,55007.3205386144,73551.42482626157,89883.08171631163,127345.47430036061,164807.8668844096
18500.594825281063,25266.834127005277,35151.732663814255,48243.181798430815,62032.1470112413,91084.92076068303,120137.69451012477
25397.81980683972,33872.32739944997,45722.23193966012,62202.14127488732,79264.81730886239,113457.63268109711,147650.4480533318
36764.52867650587,49174.54314247536,66719.54246819351,89847.76348730933,111911.95622891834,159833.58042223498,207755.20461555163
36308.106254679195,48858.45965872983,67572.99011930362,93279.10452190116,118329.9679263579,172911.26821676682,227492.56850717572
92697.42335700696,135597.31789941367,198334.91055914716,285795.0030278648,386628.37049228646,579911.631844982,773194.8931976777
44494.73289011497,68453.59270177898,105049.1997376597,158869.7965218835,229174.65592406524,357207.65041281737,485240.6449015695
50763.96006371543,74811.18515882228,110068.816149037,159681.83996997212,214254.5556009004,325141.8493268966,436029.1430528928
32525.027893561193,46100.04945388482,67842.97177383795,100068.26135228988,139277.80209722705,219169.30157132627,299060.8010454255
17380.36919303633,22005.350111080075,28121.679648340207,36660.36968999181,43380.185876285286,62347.673138745944,81315.1604012066
16844.787491418665,26010.90576305209,39623.86795103763,58854.09042968905,80596.68626758865,125119.32130521364,169641.95634283862
44872.80270611828,66588.47568103613,98598.1818995878,144216.984890068,195980.4467472504,299354.57624512096,402728.7057429916
33868.832550607454,50733.48927333082,75814.16316386736,112146.77721277345,151527.94202647413,237464.49532437802,323401.04862228193
47233.570064870146,66877.43705422443,94369.7476443787,131414.7462621396,170778.3466446643,249581.89751038523,328385.44837610616
29557.017207504778,40620.650172735164,56383.357872592605,76654.42760291659,95425.32176337592,140898.4819352422,186371.6421071085
31981.278604583484,44796.71700378666,62240.156585931974,84875.86907126351,104380.52543830036,151697.97621266844,199015.4269870365
52039.193123359975,71732.6893347516,101244.28060366471,142919.0067935475,185828.19372678475,274053.3881502729,362278.58257376106
24159.006552613275,33743.96403839965,48016.0977227249,67472.08540134881,87091.43033277395,128768.91245921816,170446.39458566238
21844.0495769518,31944.90229502311,46610.52075350528,67279.65192012479,89395.75338052078,135093.3637506879,180790.974120855
73106.27124586521,106557.95548566664,153938.81159923214,216841.37660216776,287852.80910552817,410413.67083015054,532974.5325547729
58485.62452596169,83691.77072227027,121590.08166934743,175136.70011693577,237371.53272745703,348596.8731574858,459822.2135875146
31144.89629021777,40018.13866419355,51541.09304553709,68916.74636003043,84927.94094476315,123021.38958843733,161114.8382321115
35442.84755173753,52710.92637414163,78089.39194818054,112701.29603470438,149309.5606351574,223986.7856212364,298664.0106073154
77531.62689885809,111397.51717968672,158742.32924719295,222258.6411511657,288143.2337970457,409872.008134019,531600.7824709923
60171.44029406422,84904.27565229624,119659.10896783293,167109.182090454,215537.53769254425,311801.8578729924,408066.1780534405
18365.908024296143,23923.06921607983,32430.56547910234,44779.98680487375,57447.86568858891,87237.69433143354,117027.52297427818
36428.844178658626,52391.06602778205,76730.83423932515,111601.14281770556,147529.42549812878,229737.0906110265,311944.75572392426
25412.317940596302,37500.35901806996,56136.53924646316,82708.25043406671,115150.107925807,177833.15060780648,240516.19328980596
44776.66470168427,62659.002160561286,89332.75516569405,126404.45657672912,167828.53563787974,249238.23335156706,330647.9310652544
61230.94260661452,87264.02786501832,127724.62346469834,185323.51598460195,255910.31350243432,387433.5114383592,518956.70937428414
32735.484555845087,42624.4075767777,57215.79788304273,76887.14656327033,97933.11842126012,140217.7783110582,182502.4382008563
16656.383382723874,21099.554746062313,27968.850794852457,37654.90282520844,46442.65392342002,68358.93595801451,90275.217992609
57390.21723907464,85367.2670213964,126333.03163076949,183864.83784694085,242678.95100524518,375840.0297979943,509001.1085907434
55935.341130378125,88158.56900027694,138453.37252161172,213386.4450614002,309613.2447054014,497042.465945869,684471.6871863366
45746.13886260038,64550.723637364994,91595.93750517808,129367.7402355109,173320.9459849235,253531.7104056764,333742.4748264293
33817.81709092031,46011.081327903856,66233.18500406726,95932.5199223958,130006.44917971239,198241.49879476175,266476.5484098111
27400.960055616997,39595.2802773083,57303.4049845118,82573.06844868606,108297.67498585093,162856.03949916002,217414.40401246914
